image_name,camera,captured_at,source_path,selected_path,size_bytes
belen_titan_04_2026-03-18_093627.jpg,04,2026-03-18 09:36:27,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-18\belen_titan_04_2026-03-18_093627.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_04_2026-03-18_093627.jpg,841125
belen_titan_03_2026-03-18_103623.jpg,03,2026-03-18 10:36:23,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-18\belen_titan_03_2026-03-18_103623.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_03_2026-03-18_103623.jpg,985345
belen_titan_05_2026-03-17_171359.jpg,05,2026-03-17 17:13:59,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_05_2026-03-17_171359.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_05_2026-03-17_171359.jpg,1325475
belen_titan_06_2026-03-17_171404.jpg,06,2026-03-17 17:14:04,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_06_2026-03-17_171404.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_06_2026-03-17_171404.jpg,1124323
belen_titan_07_2026-03-17_171409.jpg,07,2026-03-17 17:14:09,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_07_2026-03-17_171409.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_07_2026-03-17_171409.jpg,1262971
belen_titan_08_2026-03-17_171414.jpg,08,2026-03-17 17:14:14,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_08_2026-03-17_171414.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_08_2026-03-17_171414.jpg,1250465
belen_titan_01_2026-03-17_172846.jpg,01,2026-03-17 17:28:46,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_01_2026-03-17_172846.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_01_2026-03-17_172846.jpg,447275
belen_titan_04_2026-03-18_095250.jpg,04,2026-03-18 09:52:50,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-18\belen_titan_04_2026-03-18_095250.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_04_2026-03-18_095250.jpg,881442
belen_titan_03_2026-03-18_105124.jpg,03,2026-03-18 10:51:24,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-18\belen_titan_03_2026-03-18_105124.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_03_2026-03-18_105124.jpg,914069
belen_titan_05_2026-03-17_172859.jpg,05,2026-03-17 17:28:59,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_05_2026-03-17_172859.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_05_2026-03-17_172859.jpg,1241836
